10                       -1                       0.1                      8.039677143187358        -0.1960322856812642	10                       -1                       0.1                      8.039677143187358        1.0220295936570838E-7
10                       -1                       0.1                      8.066380299335934        -0.19336197006640665	10                       -1                       0.1                      8.066380299335934        1.0571737107707103E-7
10                       -1                       0.1                      8.09308345548451         -0.19069165445154912	10                       -1                       0.1                      8.09308345548451         1.0962336771792409E-7
10                       -1                       0.1                      8.119786611633087        -0.18802133883669114	10                       -1                       0.1                      8.119786611633087        1.1396454694448207E-7
10                       -1                       0.1                      8.146489767781663        -0.1853510232218336	10                       -1                       0.1                      8.146489767781663        1.1878934772666423E-7
10                       -1                       0.1                      8.17319292393024         -0.18268070760697608	10                       -1                       0.1                      8.17319292393024         1.241515854448573E-7
10                       -1                       0.1                      8.199896080078815        -0.18001039199211855	10                       -1                       0.1                      8.199896080078815        1.301110454665881E-7
10                       -1                       0.1                      8.226599236227392        -0.177340076377261	10                       -1                       0.1                      8.226599236227392        1.367341415287898E-7
10                       -1                       0.1                      8.253302392375968        -0.17466976076240304	10                       -1                       0.1                      8.253302392375968        1.440946455940409E-7
10                       -1                       0.1                      8.280005548524544        -0.1719994451475455	10                       -1                       0.1                      8.280005548524544        1.522744970571147E-7
10                       -1                       0.1                      8.30670870467312         -0.16932912953268797	10                       -1                       0.1                      8.30670870467312         1.613646993107104E-7
10                       -1                       0.1                      8.333411860821696        -0.16665881391783044	10                       -1                       0.1                      8.333411860821696        1.714663129780765E-7
10                       -1                       0.1                      8.360115016970273        -0.1639884983029729	10                       -1                       0.1                      8.360115016970273        1.8269155572989401E-7
10                       -1                       0.1                      8.386818173118849        -0.16131818268811493	10                       -1                       0.1                      8.386818173118849        1.9516501959490587E-7
10                       -1                       0.1                      8.413521329267425        -0.1586478670732574	10                       -1                       0.1                      8.413521329267425        2.0902501768861006E-7
10                       -1                       0.1                      8.440224485416001        -0.15597755145839987	10                       -1                       0.1                      8.440224485416001        2.2442507322722704E-7
10                       -1                       0.1                      8.466927641564578        -0.15330723584354233	10                       -1                       0.1                      8.466927641564578        2.4153556502706756E-7
10                       -1                       0.1                      8.493630797713154        -0.1506369202286848	10                       -1                       0.1                      8.493630797713154        2.605455444657018E-7
10                       -1                       0.1                      8.52033395386173         -0.14796660461382682	10                       -1                       0.1                      8.52033395386173         2.816647404565977E-7
10                       -1                       0.1                      8.547037110010306        -0.1452962889989693	10                       -1                       0.1                      8.547037110010306        3.051257698863454E-7
10                       -1                       0.1                      8.573740266158882        -0.1426259733841118	10                       -1                       0.1                      8.573740266158882        3.3118657220183445E-7
10                       -1                       0.1                      8.600443422307459        -0.13995565776925423	10                       -1                       0.1                      8.600443422307459        3.6013308809950855E-7
10                       -1                       0.1                      8.627146578456035        -0.1372853421543967	10                       -1                       0.1                      8.627146578456035        3.9228220305645825E-7
10                       -1                       0.1                      8.653849734604611        -0.13461502653953872	10                       -1                       0.1                      8.653849734604611        4.2798497759805296E-7
10                       -1                       0.1                      8.680552890753187        -0.13194471092468119	10                       -1                       0.1                      8.680552890753187        4.676301866209256E-7
10                       -1                       0.1                      8.707256046901763        -0.12927439530982365	10                       -1                       0.1                      8.707256046901763        5.116481906278352E-7
10                       -1                       0.1                      8.73395920305034         -0.12660407969496612	10                       -1                       0.1                      8.73395920305034         5.605151616324766E-7
10                       -1                       0.1                      8.760662359198916        -0.12393376408010859	10                       -1                       0.1                      8.760662359198916        6.147576854093118E-7
10                       -1                       0.1                      8.787365515347492        -0.12126344846525061	10                       -1                       0.1                      8.787365515347492        6.749577614832833E-7
10                       -1                       0.1                      8.814068671496068        -0.11859313285039308	10                       -1                       0.1                      8.814068671496068        7.417582181873453E-7
10                       -1                       0.1                      8.840771827644645        -0.11592281723553555	10                       -1                       0.1                      8.840771827644645        8.158685581163838E-7
10                       -1                       0.1                      8.86747498379322         -0.11325250162067801	10                       -1                       0.1                      8.86747498379322         8.98071242921708E-7
10                       -1                       0.1                      8.894178139941797        -0.11058218600582048	10                       -1                       0.1                      8.894178139941797        9.89228419831734E-7
10                       -1                       0.1                      8.920881296090373        -0.1079118703909625	10                       -1                       0.1                      8.920881296090373        1.0902890826283989E-6
10                       -1                       0.1                      8.94758445223895         -0.10524155477610497	10                       -1                       0.1                      8.94758445223895         1.2022966465932524E-6
10                       -1                       0.1                      8.974287608387526        -0.10257123916124744	10                       -1                       0.1                      8.974287608387526        1.3263969016994934E-6
10                       -1                       0.1                      9.000990764536102        -0.09990092354638991	10                       -1                       0.1                      9.000990764536102        1.4638462869162161E-6
10                       -1                       0.1                      9.027693920684678        -0.09723060793153238	10                       -1                       0.1                      9.027693920684678        1.616020403105082E-6
10                       -1                       0.1                      9.054397076833254        -0.0945602923166744	10                       -1                       0.1                      9.054397076833254        1.7844226499693033E-6
10                       -1                       0.1                      9.08110023298183         -0.09188997670181687	10                       -1                       0.1                      9.08110023298183         1.970692833436072E-6
10                       -1                       0.1                      9.107803389130407        -0.08921966108695933	10                       -1                       0.1                      9.107803389130407        2.1766155427772924E-6
10                       -1                       0.1                      9.134506545278983        -0.0865493454721018	10                       -1                       0.1                      9.134506545278983        2.4041280401396135E-6
10                       -1                       0.1                      9.161209701427559        -0.08387902985724427	10                       -1                       0.1                      9.161209701427559        2.655327337751452E-6
10                       -1                       0.1                      9.187912857576135        -0.08120871424238629	10                       -1                       0.1                      9.187912857576135        2.9324760619014465E-6
10                       -1                       0.1                      9.214616013724712        -0.07853839862752876	10                       -1                       0.1                      9.214616013724712        3.2380066103418585E-6
10                       -1                       0.1                      9.241319169873288        -0.07586808301267123	10                       -1                       0.1                      9.241319169873288        3.574523011407077E-6
10                       -1                       0.1                      9.268022326021864        -0.0731977673978137	10                       -1                       0.1                      9.268022326021864        3.9447997785367E-6
10                       -1                       0.1                      9.29472548217044         -0.07052745178295616	10                       -1                       0.1                      9.29472548217044         4.3517769329151456E-6
10                       -1                       0.1                      9.321428638319016        -0.06785713616809819	10                       -1                       0.1                      9.321428638319016        4.798550240721442E-6
10                       -1                       0.1                      9.348131794467593        -0.06518682055324065	10                       -1                       0.1                      9.348131794467593        5.288355581417271E-6
10                       -1                       0.1                      9.374834950616169        -0.06251650493838312	10                       -1                       0.1                      9.374834950616169        5.824546244508027E-6
10                       -1                       0.1                      9.401538106764745        -0.05984618932352559	10                       -1                       0.1                      9.401538106764745        6.410561849274028E-6
10                       -1                       0.1                      9.428241262913321        -0.05717587370866806	10                       -1                       0.1                      9.428241262913321        7.049887511203118E-6
10                       -1                       0.1                      9.454944419061897        -0.05450555809381008	10                       -1                       0.1                      9.454944419061897        7.746001862618555E-6
10                       -1                       0.1                      9.481647575210474        -0.05183524247895255	10                       -1                       0.1                      9.481647575210474        8.502312589161025E-6
10                       -1                       0.1                      9.50835073135905         -0.049164926864095015	10                       -1                       0.1                      9.50835073135905         9.322078303218876E-6
10                       -1                       0.1                      9.535053887507626        -0.04649461124923748	10                       -1                       0.1                      9.535053887507626        1.0208315861735807E-5
10                       -1                       0.1                      9.561757043656202        -0.04382429563437995	10                       -1                       0.1                      9.561757043656202        1.1163692692349865E-5
10                       -1                       0.1                      9.588460199804778        -0.041153980019521974	10                       -1                       0.1                      9.588460199804778        1.2190404330830915E-5
10                       -1                       0.1                      9.615163355953355        -0.03848366440466444	10                       -1                       0.1                      9.615163355953355        1.3290038237605527E-5
10                       -1                       0.1                      9.641866512101931        -0.03581334878980691	10                       -1                       0.1                      9.641866512101931        1.4463426044063764E-5
10                       -1                       0.1                      9.668569668250507        -0.03314303317494938	10                       -1                       0.1                      9.668569668250507        1.571048769060096E-5
10                       -1                       0.1                      9.721975980547658        -0.027802401945234312	10                       -1                       0.1                      9.721975980547658        1.8408487513289843E-5
10                       -1                       0.1                      9.775382292844808        -0.022461770715519247	10                       -1                       0.1                      9.775382292844808        2.1378884512599304E-5
10                       -1                       0.1                      9.828788605141959        -0.017121139485804182	10                       -1                       0.1                      9.828788605141959        2.45706656956668E-5
10                       -1                       0.1                      9.88219491743911         -0.011780508256089117	10                       -1                       0.1                      9.88219491743911         2.790856146456854E-5
10                       -1                       0.1                      9.93560122973626         -0.006439877026374052	10                       -1                       0.1                      9.93560122973626         3.129319049421053E-5
10                       -1                       0.1                      9.989007542033411        -0.0010992457966589875	10                       -1                       0.1                      9.989007542033411        3.4606146603189055E-5
10                       -1                       0.1                      10.042413854330562       0.0042413854330565215	10                       -1                       0.1                      10.042413854330562       3.771979296136103E-5
10                       -1                       0.1                      10.095820166627712       0.009582016662771586	10                       -1                       0.1                      10.095820166627712       4.051044823922638E-5
10                       -1                       0.1                      10.149226478924863       0.014922647892486653	10                       -1                       0.1                      10.149226478924863       4.287250286354502E-5
10                       -1                       0.1                      10.202632791222014       0.020263279122201716	10                       -1                       0.1                      10.202632791222014       4.473042239697954E-5
10                       -1                       0.1                      10.256039103519164       0.02560391035191678	10                       -1                       0.1                      10.256039103519164       4.604599181786147E-5
10                       -1                       0.1                      10.309445415816315       0.030944541581631846	10                       -1                       0.1                      10.309445415816315       4.681946602730276E-5
10                       -1                       0.1                      10.362851728113466       0.03628517281134691	10                       -1                       0.1                      10.362851728113466       4.708498618897386E-5
10                       -1                       0.1                      10.416258040410616       0.04162580404106197	10                       -1                       0.1                      10.416258040410616       4.69020050562579E-5
10                       -1                       0.1                      10.469664352707767       0.04696643527077704	10                       -1                       0.1                      10.469664352707767       4.634507254809714E-5
10                       -1                       0.1                      10.523070665004918       0.052307066500492105	10                       -1                       0.1                      10.523070665004918       4.5494126383569505E-5
10                       -1                       0.1                      10.576476977302068       0.05764769773020717	10                       -1                       0.1                      10.576476977302068       4.4426710445199365E-5
10                       -1                       0.1                      10.629883289599219       0.06298832895992224	10                       -1                       0.1                      10.629883289599219       4.3212701937900856E-5
10                       -1                       0.1                      10.68328960189637        0.0683289601896373	10                       -1                       0.1                      10.68328960189637        4.1911457721227754E-5
10                       -1                       0.1                      10.73669591419352        0.07366959141935236	10                       -1                       0.1                      10.73669591419352        4.057090400073645E-5
10                       -1                       0.1                      10.79010222649067        0.07901022264906743	10                       -1                       0.1                      10.79010222649067        3.922796672300833E-5
10                       -1                       0.1                      10.843508538787821       0.0843508538787825	10                       -1                       0.1                      10.843508538787821       3.790978427068423E-5
10                       -1                       0.1                      10.896914851084972       0.08969148510849756	10                       -1                       0.1                      10.896914851084972       3.663526851995481E-5
10                       -1                       0.1                      10.950321163382123       0.09503211633821262	10                       -1                       0.1                      10.950321163382123       3.541672020536529E-5
10                       -1                       0.1                      11.003727475679273       0.10037274756792769	10                       -1                       0.1                      11.003727475679273       3.4261325134420936E-5
10                       -1                       0.1                      11.057133787976424       0.10571337879764275	10                       -1                       0.1                      11.057133787976424       3.317244700039004E-5
10                       -1                       0.1                      11.110540100273575       0.11105401002735782	10                       -1                       0.1                      11.110540100273575       3.215069113839273E-5
10                       -1                       0.1                      11.163946412570725       0.11639464125707288	10                       -1                       0.1                      11.163946412570725       3.119474778735408E-5
10                       -1                       0.1                      11.217352724867876       0.12173527248678795	10                       -1                       0.1                      11.217352724867876       3.0302040521684473E-5
10                       -1                       0.1                      11.270759037165027       0.127075903716503	10                       -1                       0.1                      11.270759037165027       2.9469211740901687E-5
10                       -1                       0.1                      11.324165349462177       0.13241653494621808	10                       -1                       0.1                      11.324165349462177       2.8692477084370178E-5
10                       -1                       0.1                      11.377571661759328       0.13775716617593314	10                       -1                       0.1                      11.377571661759328       2.7967877474877974E-5
10                       -1                       0.1                      11.48438428635363        0.14843842863536325	10                       -1                       0.1                      11.48438428635363        2.6643678873224006E-5
10                       -1                       0.1                      11.59119691094793        0.1591196910947934	10                       -1                       0.1                      11.59119691094793        2.5492300157245483E-5
10                       -1                       0.1                      11.698009535542232       0.16980095355422353	10                       -1                       0.1                      11.698009535542232       2.448207723892576E-5
10                       -1                       0.1                      11.804822160136533       0.18048221601365366	10                       -1                       0.1                      11.804822160136533       2.358802035118242E-5
10                       -1                       0.1                      11.911634784730834       0.1911634784730838	10                       -1                       0.1                      11.911634784730834       2.2790334375981944E-5
10                       -1                       0.1                      12.018447409325136       0.20184474093251392	10                       -1                       0.1                      12.018447409325136       2.2073248900658402E-5
10                       -1                       0.1                      12.125260033919437       0.21252600339194405	10                       -1                       0.1                      12.125260033919437       2.1424126236884488E-5
10                       -1                       0.1                      12.33888528310804        0.2338885283108043	10                       -1                       0.1                      12.33888528310804        2.0278991208445073E-5
10                       -1                       0.1                      12.552510532296642       0.25525105322966457	10                       -1                       0.1                      12.552510532296642       1.931220848094868E-5
10                       -1                       0.1                      12.766135781485245       0.27661357814852483	10                       -1                       0.1                      12.766135781485245       1.848071212241519E-5
10                       -1                       0.1                      12.979761030673847       0.2979761030673851	10                       -1                       0.1                      12.979761030673847       1.7754157255101525E-5
10                       -1                       0.1                      13.19338627986245        0.31933862798624535	10                       -1                       0.1                      13.19338627986245        1.711102181484262E-5
10                       -1                       0.1                      13.407011529051053       0.3407011529051056	10                       -1                       0.1                      13.407011529051053       1.6535698495462388E-5
10                       -1                       0.1                      13.83426202742826        0.3834262027428261	10                       -1                       0.1                      13.83426202742826        1.5534837280560813E-5
10                       -1                       0.1                      14.261512525805466       0.42615125258054665	10                       -1                       0.1                      14.261512525805466       1.4700011874920126E-5
10                       -1                       0.1                      14.688763024182673       0.46887630241826717	10                       -1                       0.1                      14.688763024182673       1.399090067061518E-5
10                       -1                       0.1                      15.11601352255988        0.5116013522559881	10                       -1                       0.1                      15.11601352255988        1.3378470009635095E-5
10                       -1                       0.1                      15.543264020937087       0.5543264020937092	10                       -1                       0.1                      15.543264020937087       1.284202639330625E-5
10                       -1                       0.1                      15.970514519314294       0.5970514519314296	10                       -1                       0.1                      15.970514519314294       1.2366630544733112E-5
10                       -1                       0.1                      16.3977650176915         0.6397765017691501	10                       -1                       0.1                      16.3977650176915         1.1941248895828913E-5
10                       -1                       0.1                      16.825015516068706       0.6825015516068706	10                       -1                       0.1                      16.825015516068706       1.1557526295676247E-5
10                       -1                       0.1                      17.67951651282312        0.7679516512823121	10                       -1                       0.1                      17.67951651282312        1.0884800328389272E-5
10                       -1                       0.1                      18.534017509577534       0.8534017509577536	10                       -1                       0.1                      18.534017509577534       1.0318177054316045E-5
10                       -1                       0.1                      19.38851850633195        0.9388518506331947	10                       -1                       0.1                      19.38851850633195        9.833487743777157E-6
10                       -1                       0.1                      19.989990005000003       0.9989990005000005	10                       -1                       0.1                      19.989990005000003       9.532932230944332E-6
10                       -1                       0.1                      19.999990005000004       0.9999999981268758	10                       -1                       0.1                      19.999990005000004       9.457764329969402E-6
10                       -1                       0.1                      20.009990005000006       0.9990009995024912	10                       -1                       0.1                      20.009990005000006       9.382082306209079E-6
10                       -1                       0.1                      20.029990005000005       0.9970009994999995	10                       -1                       0.1                      20.029990005000005       9.372665945332391E-6
10                       -1                       0.1                      20.069990005000005       0.9930009994999995	10                       -1                       0.1                      20.069990005000005       9.353913561356079E-6
10                       -1                       0.1                      20.149990005000003       0.9850009994999995	10                       -1                       0.1                      20.149990005000003       9.316729950786253E-6
10                       -1                       0.1                      20.309990005000003       0.9690009994999995	10                       -1                       0.1                      20.309990005000003       9.243629874004259E-6
10                       -1                       0.1                      20.629990005000003       0.9370009994999995	10                       -1                       0.1                      20.629990005000003       9.102254180437056E-6
10                       -1                       0.1                      21.269990005000004       0.8730009994999994	10                       -1                       0.1                      21.269990005000004       8.837063547502632E-6
10                       -1                       0.1                      22.549990005000005       0.7450009994999993	10                       -1                       0.1                      22.549990005000005       8.365728847265058E-6
10                       -1                       0.1                      23.829990005000006       0.6170009994999992	10                       -1                       0.1                      23.829990005000006       7.961363497376417E-6
10                       -1                       0.1                      25.109990005000007       0.4890009994999991	10                       -1                       0.1                      25.109990005000007       7.610455482300444E-6
10                       -1                       0.1                      26.38999000500001        0.361000999499999	10                       -1                       0.1                      26.38999000500001        7.302327562393366E-6
10                       -1                       0.1                      27.66999000500001        0.23300099949999886	10                       -1                       0.1                      27.66999000500001        7.021114398235026E-6
10                       -1                       0.1                      28.011891833751623       0.19881081662483746	10                       -1                       0.1                      28.011891833751623       6.913355915509007E-6
10                       -1                       0.1                      28.272943167440378       0.17270568325596214	10                       -1                       0.1                      28.272943167440378       6.767982802057124E-6
10                       -1                       0.1                      28.533994501129133       0.14660054988708637	10                       -1                       0.1                      28.533994501129133       6.458678555231815E-6
10                       -1                       0.1                      28.67202836423155        0.13279716357684457	10                       -1                       0.1                      28.67202836423155        6.105271986900072E-6
10                       -1                       0.1                      28.81006222733397        0.11899377726660276	10                       -1                       0.1                      28.81006222733397        5.548248204366533E-6
10                       -1                       0.1                      28.93366000883519        0.10663399911648064	10                       -1                       0.1                      28.93366000883519        4.736015926588937E-6
10                       -1                       0.1                      29.03706877042721        0.09629312295727877	10                       -1                       0.1                      29.03706877042721        3.699096653826479E-6
10                       -1                       0.1                      29.127405155108022       0.08725948448919763	10                       -1                       0.1                      29.127405155108022       2.4186031896942515E-6
10                       -1                       0.1                      29.208327872299353       0.07916721277006467	10                       -1                       0.1                      29.208327872299353       8.777377426755112E-7
10                       -1                       0.1                      29.281158317771553       0.07188416822284438	10                       -1                       0.1                      29.281158317771553       -9.086566451154726E-7
10                       -1                       0.1                      29.346705718696533       0.06532942813034648	10                       -1                       0.1                      29.346705718696533       -2.9007409676450085E-6
10                       -1                       0.1                      29.412253119621514       0.05877468803784858	10                       -1                       0.1                      29.412253119621514       -5.296029268452553E-6
10                       -1                       0.1                      29.477800520546495       0.05221994794535023	10                       -1                       0.1                      29.477800520546495       -8.129331386150864E-6
10                       -1                       0.1                      29.543347921471476       0.04566520785285233	10                       -1                       0.1                      29.543347921471476       -1.1404995284571379E-5
10                       -1                       0.1                      29.608895322396457       0.039110467760353984	10                       -1                       0.1                      29.608895322396457       -1.5086077112431045E-5
10                       -1                       0.1                      29.674442723321437       0.03255572766785608	10                       -1                       0.1                      29.674442723321437       -1.9082339209107002E-5
10                       -1                       0.1                      29.739990124246418       0.02600098757535818	10                       -1                       0.1                      29.739990124246418       -2.324463809477875E-5
10                       -1                       0.1                      29.8055375251714         0.019446247482859835	10                       -1                       0.1                      29.8055375251714         -2.7371231352168057E-5
10                       -1                       0.1                      29.87108492609638        0.012891507390361934	10                       -1                       0.1                      29.87108492609638        -3.122923055783989E-5
10                       -1                       0.1                      29.93663232702136        0.006336767297863588	10                       -1                       0.1                      29.93663232702136        -3.458910379398513E-5
10                       -1                       0.1                      29.99562498785384        4.375012146158319E-4	10                       -1                       0.1                      29.99562498785384        -3.7012691204849864E-5
10                       -1                       0.1                      30.048718382603074       -0.004871838260307015	10                       -1                       0.1                      30.048718382603074       -3.864219055625653E-5
10                       -1                       0.1                      30.101811777352307       -0.010181177735230307	10                       -1                       0.1                      30.101811777352307       -3.974188549043645E-5
10                       -1                       0.1                      30.15490517210154        -0.015490517210153598	10                       -1                       0.1                      30.15490517210154        -4.0317660748962984E-5
10                       -1                       0.1                      30.207998566850772       -0.02079985668507689	10                       -1                       0.1                      30.207998566850772       -4.041245879692793E-5
10                       -1                       0.1                      30.261091961600005       -0.02610919616000018	10                       -1                       0.1                      30.261091961600005       -4.009100026019582E-5
10                       -1                       0.1                      30.31418535634924        -0.03141853563492347	10                       -1                       0.1                      30.31418535634924        -3.9429325567998414E-5
10                       -1                       0.1                      30.36727875109847        -0.036727875109846764	10                       -1                       0.1                      30.36727875109847        -3.850576554012635E-5
10                       -1                       0.1                      30.420372145847704       -0.042037214584770055	10                       -1                       0.1                      30.420372145847704       -3.7394188476304145E-5
10                       -1                       0.1                      30.473465540596937       -0.047346554059693347	10                       -1                       0.1                      30.473465540596937       -3.6159741419868375E-5
10                       -1                       0.1                      30.52655893534617        -0.05265589353461664	10                       -1                       0.1                      30.52655893534617        -3.485680581837742E-5
10                       -1                       0.1                      30.579652330095403       -0.05796523300953993	10                       -1                       0.1                      30.579652330095403       -3.352863277049806E-5
10                       -1                       0.1                      30.632745724844636       -0.06327457248446322	10                       -1                       0.1                      30.632745724844636       -3.2208076763582396E-5
10                       -1                       0.1                      30.68583911959387        -0.06858391195938651	10                       -1                       0.1                      30.68583911959387        -3.091892691366567E-5
10                       -1                       0.1                      30.7389325143431         -0.0738932514343098	10                       -1                       0.1                      30.7389325143431         -2.967746485830494E-5
10                       -1                       0.1                      30.792025909092335       -0.0792025909092331	10                       -1                       0.1                      30.792025909092335       -2.8494008492913314E-5
10                       -1                       0.1                      30.845119303841567       -0.08451193038415639	10                       -1                       0.1                      30.845119303841567       -2.7374306514076272E-5
10                       -1                       0.1                      30.8982126985908         -0.08982126985907968	10                       -1                       0.1                      30.8982126985908         -2.6320723953143434E-5
10                       -1                       0.1                      30.951306093340033       -0.09513060933400298	10                       -1                       0.1                      30.951306093340033       -2.533320662136952E-5
10                       -1                       0.1                      31.004399488089266       -0.10043994880892626	10                       -1                       0.1                      31.004399488089266       -2.441003920824478E-5
10                       -1                       0.1                      31.0574928828385         -0.10574928828384955	10                       -1                       0.1                      31.0574928828385         -2.3548424333596095E-5
10                       -1                       0.1                      31.110586277587732       -0.11105862775877284	10                       -1                       0.1                      31.110586277587732       -2.2744913605963513E-5
10                       -1                       0.1                      31.163679672336965       -0.11636796723369612	10                       -1                       0.1                      31.163679672336965       -2.199572058642635E-5
10                       -1                       0.1                      31.216773067086198       -0.12167730670861943	10                       -1                       0.1                      31.216773067086198       -2.12969420490006E-5
10                       -1                       0.1                      31.26986646183543        -0.12698664618354272	10                       -1                       0.1                      31.26986646183543        -2.064470961355697E-5
10                       -1                       0.1                      31.322959856584664       -0.132295985658466	10                       -1                       0.1                      31.322959856584664       -2.003528954342802E-5
